make,transmission_type,seats_cop,seats_family,seats_large,fuel_cng,fuel_diesel,fuel_electric,fuel_lpg,fuel_patrol,seller_dealer,seller_self,year,km_driven,engine,max_power,model,selling_price
toyota,0,0,0,1,0,0,0,0,1,1,1,2011,70299,1191,242,camry,138548.29005879507
suzuki,0,1,0,0,0,0,1,0,0,0,0,2006,9460,1795,344,swift,186482.36758590722
ford,0,0,1,0,0,0,0,0,1,1,0,2011,73363,3617,199,freestyle,174226.18966578093
hyundai,0,0,0,0,0,0,0,0,1,0,0,2011,22854,2982,250,verna,257258.99985658188
hyundai,0,0,0,1,0,0,0,1,0,0,1,2014,193358,3233,413,creta,287858.82756999554
honda,1,0,1,0,0,0,0,1,0,0,1,2011,70616,3052,210,city,242069.54942484506
toyota,0,1,0,0,0,0,0,0,1,1,0,2003,16641,4300,118,camry,144896.33561620722
maruti,0,0,0,1,0,0,0,0,1,1,1,2006,63714,2335,421,ignis,318898.9096788747
suzuki,1,0,0,1,0,0,0,0,1,0,1,2004,39010,1150,430,wagonr,249122.54274061765
honda,1,0,1,0,0,0,0,1,0,1,0,2005,14767,1635,452,amaze,292158.016469917
maruti,0,0,0,1,0,0,0,1,0,1,1,2003,193362,2868,85,s-cross,144489.5792872676
ford,0,0,0,1,0,0,1,0,0,1,0,2016,155825,1985,155,endeavour,146430.08516605763
hyundai,0,0,1,0,0,0,1,0,0,0,1,2021,108790,1634,202,i20,246593.26056037817
toyota,1,0,0,1,0,0,0,0,1,0,0,2012,47569,4046,286,yaris,256245.45180018008
hyundai,0,0,1,0,0,0,0,0,1,1,1,2014,24271,3126,375,venue,259522.39979346094
ford,0,0,0,1,0,0,1,0,0,1,0,2018,51406,4353,222,freestyle,287772.36091295216
ford,1,0,0,0,0,0,0,1,0,0,0,2021,119212,2178,98,endeavour,116796.86414806603
suzuki,0,0,0,1,0,0,0,0,1,1,0,2009,177683,3250,121,alto,179611.73465874736
maruti,0,0,0,1,0,0,0,0,1,0,1,2003,100097,2126,347,ertiga,207144.72586574778
ford,1,0,0,1,0,0,0,0,1,1,0,2017,145491,4505,241,figo,275511.2306192518
hyundai,1,1,0,0,0,1,0,0,0,0,0,2013,97900,4710,172,venue,161623.25279668966
toyota,1,0,0,1,0,0,0,0,1,1,1,2001,35206,1875,122,camry,168147.5364588778
hyundai,0,0,0,1,0,0,1,0,0,0,1,2008,187851,1606,248,creta,228670.36617201008
toyota,0,0,0,1,0,0,0,0,1,1,1,2017,178349,1169,479,fortuner,359038.40222380485
hyundai,1,0,0,1,0,0,0,1,0,0,0,2002,167941,3786,165,i20,154939.0854805066
honda,1,1,0,0,0,0,0,0,1,1,0,2005,184235,3123,370,amaze,348267.5120451025
maruti,0,1,0,0,0,0,0,0,1,1,1,2011,50939,1179,245,ciaz,244756.43012901116
ford,1,0,0,1,0,0,1,0,0,1,0,2008,91660,3498,229,figo,203410.28196019516
hyundai,0,1,0,0,0,0,1,0,0,0,0,2014,132789,3806,470,i20,328329.4627765375
maruti,1,0,0,0,0,0,0,0,1,0,1,2009,100672,3273,90,ciaz,98143.40678864365
hyundai,0,0,0,1,0,0,0,1,0,0,0,2008,158961,2123,318,creta,229928.04698020796
maruti,0,1,0,0,0,0,0,0,1,1,0,2012,158924,1036,85,ignis,184281.52854504145
toyota,1,0,0,1,0,0,0,1,0,1,1,2020,82441,4167,86,innova,125469.3573017921
suzuki,1,0,0,1,0,0,0,0,1,0,1,2009,194337,4863,249,wagonr,191117.57688558238
hyundai,0,0,1,0,0,0,0,1,0,1,1,2008,153260,1718,391,verna,357384.15015752055
suzuki,0,0,0,1,0,0,0,1,0,1,1,2017,1814,2003,108,alto,171399.01702524142
ford,1,0,0,1,0,0,0,0,1,0,1,2000,161847,3662,369,endeavour,227906.9533534448
honda,0,0,0,1,0,0,0,1,0,0,0,2005,83314,1363,429,jazz,352540.299471863
hyundai,0,0,0,1,0,0,1,0,0,1,1,2004,184299,1592,172,verna,246532.18271867858
maruti,0,0,0,0,0,0,0,1,0,0,1,2019,161043,1295,157,s-cross,209516.19620043845
maruti,1,0,0,1,0,0,0,0,1,0,0,2019,136101,3601,210,baleno,209493.7901241541
honda,0,0,1,0,0,0,1,0,0,1,1,2020,79288,1139,58,city,105854.71623724976
honda,1,0,1,0,0,0,0,0,1,0,1,2012,50329,1320,142,wr-v,121872.97264645985
hyundai,0,1,0,0,0,0,0,1,0,0,0,2017,144652,3136,100,i20,215152.95691471346
maruti,1,0,0,1,0,0,0,0,1,0,0,2000,77930,3821,173,ciaz,194418.6851421082
ford,1,1,0,0,0,0,0,0,1,1,0,2020,34900,1128,144,figo,253987.17132847128
maruti,0,1,0,0,0,0,0,0,1,0,1,2006,46552,3498,300,ciaz,381566.74621754844
toyota,0,0,1,0,0,1,0,0,0,0,0,2001,42961,2886,140,yaris,268639.97396385553
toyota,1,0,0,1,0,0,0,0,0,0,1,2008,83726,3627,314,fortuner,286881.19920628675
toyota,1,0,0,1,0,0,0,0,0,1,0,2014,86870,3696,67,yaris,146548.36570272798
maruti,1,1,0,0,0,0,0,0,1,1,1,2016,42814,1050,445,baleno,276860.80829706404
toyota,1,0,0,1,0,0,1,0,0,0,0,2006,12359,3189,313,yaris,272140.40238431847
ford,0,0,1,0,0,0,0,0,1,1,1,2009,130445,4473,208,aspire,262727.2780295596
maruti,1,0,0,1,0,0,0,0,1,0,1,2009,20652,3507,368,ertiga,269764.23979177984
hyundai,1,0,0,1,0,0,0,0,1,1,0,2006,177411,3268,249,i10,136844.74158910653
suzuki,0,0,0,1,0,0,0,1,0,0,0,2002,1818,2531,444,ciaz,385935.33399504394
hyundai,0,0,0,1,0,0,0,0,1,0,1,2019,55072,4770,150,i10,142410.59287732106
ford,1,0,0,1,0,0,0,0,0,0,0,2010,7206,3353,175,freestyle,289199.2731013801
suzuki,0,0,1,0,0,0,0,1,0,0,1,2009,97802,2759,447,wagonr,316199.7423281177
suzuki,0,0,1,0,0,0,1,0,0,0,1,2005,159004,1713,332,swift,245159.76447630464
honda,1,0,0,1,0,1,0,0,0,1,1,2012,79252,4494,72,wr-v,154859.8478576803
honda,0,0,0,1,0,0,1,0,0,0,0,2001,105313,4510,286,wr-v,178482.36718026322
suzuki,0,0,0,0,0,0,1,0,0,0,0,2013,24927,1512,98,swift,138584.24083787677
toyota,1,0,0,1,0,0,1,0,0,0,0,2012,81098,2264,203,yaris,255353.84289609984
ford,1,1,0,0,0,0,0,1,0,1,0,2010,115550,2799,355,figo,321956.51806655526
suzuki,0,0,1,0,0,0,1,0,0,1,0,2006,117792,1050,311,swift,248731.4169369408
hyundai,1,0,0,1,0,0,1,0,0,1,1,2021,120930,1090,423,i20,397397.5308929098
suzuki,1,0,0,0,0,0,0,0,1,0,1,2006,193123,1340,199,ciaz,185999.29361650173
suzuki,1,0,0,1,0,0,0,0,1,1,1,2004,164089,4723,334,wagonr,236510.72867989898
maruti,0,1,0,0,0,0,0,0,1,0,1,2009,30147,3450,327,ignis,300432.51619365066
honda,1,0,1,0,0,1,0,0,0,0,0,2019,25005,4366,369,civic,264189.0052348475
ford,0,0,0,1,0,0,0,1,0,1,1,2012,147066,4329,77,ecosport,233576.7040313984
maruti,1,0,0,1,0,0,0,0,1,1,1,2021,142048,1688,346,baleno,297312.8145960218
ford,1,0,0,1,0,1,0,0,0,0,1,2018,20568,1757,225,endeavour,213541.7795191613
maruti,0,0,0,1,0,0,1,0,0,0,1,2006,37687,3861,238,s-cross,207509.48592183692
hyundai,1,0,1,0,0,0,0,0,1,1,0,2004,99788,4349,333,verna,284550.2952227838
honda,0,0,1,0,0,1,0,0,0,0,1,2017,174960,1532,66,jazz,144296.91865442612
maruti,0,0,0,1,0,0,0,0,1,1,0,2013,54380,3516,213,s-cross,188427.7361064706
suzuki,1,0,1,0,1,0,0,0,0,1,0,2000,153947,3999,296,swift,320545.1858688432
suzuki,1,0,0,1,0,0,0,1,0,0,0,2006,109080,2834,374,ciaz,327050.41360904195
honda,1,0,1,0,0,0,0,1,0,0,1,2003,117621,2927,220,jazz,316095.218879747
toyota,1,1,0,0,0,0,0,1,0,1,0,2000,134839,1498,271,camry,293836.8163201406
toyota,1,0,0,1,0,0,0,1,0,1,0,2021,74626,1586,167,yaris,194156.81035277137
suzuki,0,0,0,1,0,0,0,0,1,0,1,2020,167945,4393,470,swift,412891.4194472474
maruti,0,0,0,1,0,0,0,0,1,0,1,2015,72407,3216,416,baleno,335188.1219742562
hyundai,1,0,0,1,0,0,0,0,1,0,0,2014,43679,3931,267,i20,248890.60490989778
suzuki,0,1,0,0,0,0,0,0,1,0,0,2019,96006,1343,321,swift,321546.0039708565
maruti,1,0,0,1,0,0,0,1,0,0,0,2021,94049,2806,269,ciaz,283973.4991497496
honda,0,0,0,0,0,0,1,0,0,1,1,2017,24011,3066,174,city,145957.62583641597
maruti,0,0,1,0,0,0,0,0,1,1,0,2009,180305,3313,253,ciaz,260332.1586580258
suzuki,1,1,0,0,0,0,0,0,1,0,1,2004,167848,1884,62,alto,108154.35685811535
hyundai,0,0,1,0,0,0,0,0,1,0,0,2006,79532,3806,82,i20,215430.43596842862
toyota,1,0,0,1,0,0,0,0,1,0,0,2006,177481,3061,427,innova,344066.4154280348
honda,0,0,0,1,0,1,0,0,0,0,0,2016,98601,1084,433,amaze,309677.4516133236
hyundai,0,0,0,0,0,0,1,0,0,1,0,2007,185840,3911,115,i10,154198.81858079572
suzuki,0,0,0,0,0,0,0,0,1,0,1,2003,150248,2666,466,alto,361942.52576203505
toyota,1,1,0,0,0,0,0,0,1,1,0,2021,44834,2422,435,corolla,397567.4560819018
honda,1,1,0,0,0,0,0,0,1,1,0,2001,104977,2526,158,civic,122020.66026858093
maruti,0,0,0,1,0,1,0,0,0,0,1,2011,168400,2973,89,baleno,223223.76144773257
toyota,0,0,1,0,0,1,0,0,0,0,0,2005,66560,4049,448,innova,363493.7990492428
hyundai,1,0,0,1,0,0,0,0,1,1,1,2009,160656,2085,114,venue,181766.7157629167
honda,1,0,0,1,0,1,0,0,0,0,0,2011,44354,2918,319,civic,277933.7778371985
honda,1,0,1,0,0,0,0,0,1,0,1,2014,136523,4305,94,civic,193012.70151604956
suzuki,1,0,1,0,0,0,0,1,0,0,0,2005,178652,2125,408,ciaz,369412.3018114192
toyota,0,0,1,0,0,0,0,0,1,0,0,2003,64754,4295,119,fortuner,219736.55179300823
hyundai,0,0,0,1,0,0,0,0,1,1,1,2015,139241,4747,344,creta,256414.4827692629
ford,0,0,0,1,0,0,1,0,0,1,0,2010,122695,1768,51,ecosport,160067.67125417388
honda,0,0,0,0,0,1,0,0,0,0,0,2018,172343,1753,438,wr-v,440280.99634152575
maruti,1,0,0,0,0,0,0,0,1,0,1,2010,144499,2549,491,baleno,331023.771686601
toyota,1,1,0,0,0,0,0,0,1,1,0,2013,195237,4454,431,camry,329746.49138286914
honda,1,0,0,0,0,0,0,0,1,1,0,2008,167666,3049,248,amaze,337763.46595908754
maruti,1,1,0,0,0,0,0,0,1,1,0,2003,144346,2196,439,ignis,295934.509502879
honda,1,0,1,0,0,1,0,0,0,1,1,2010,10093,4744,357,jazz,355300.01872686925
ford,0,0,0,1,0,0,0,0,1,1,0,2001,65897,3592,177,ecosport,272465.2094296637
hyundai,1,0,0,1,0,0,0,0,1,0,0,2018,174581,3936,243,venue,315632.63117925613
ford,1,0,1,0,0,1,0,0,0,0,1,2000,126986,4331,275,freestyle,235769.9099368315
toyota,0,0,1,0,0,0,1,0,0,1,1,2006,104297,2341,145,camry,220109.10441488124
honda,1,0,0,1,0,0,0,0,1,0,1,2000,25303,4503,114,jazz,264482.1052227424
suzuki,0,0,1,0,0,0,0,0,1,1,1,2004,34100,3222,56,alto,141769.7941995544
honda,0,0,1,0,0,0,1,0,0,1,0,2020,186442,4837,98,city,86580.08713954831
toyota,1,0,0,1,0,0,0,0,0,1,1,2011,162521,1870,148,corolla,163124.96980288325
toyota,0,0,0,1,0,0,0,0,1,0,0,2000,114317,1666,359,corolla,323455.5520606806
ford,0,0,1,0,0,1,0,0,0,1,1,2020,162056,2583,287,aspire,239879.90480058937
toyota,1,0,1,0,0,0,0,0,1,1,0,2014,56880,1410,488,fortuner,241605.72475894092
hyundai,1,1,0,0,0,0,0,0,1,1,1,2011,27882,4279,355,i20,331892.31192503986
honda,1,0,0,1,0,0,0,0,1,0,1,2018,139568,2538,300,jazz,225385.61451003427
suzuki,1,0,0,1,0,0,0,0,0,1,0,2008,124277,4773,313,alto,364815.08221897663
ford,1,0,1,0,0,0,1,0,0,0,0,2001,25159,3607,446,figo,329639.9317526919
honda,1,0,0,1,0,0,0,1,0,1,0,2001,32561,4486,390,civic,294559.41728893545
toyota,1,0,1,0,0,0,0,0,1,0,0,2015,17770,1891,236,yaris,264569.5703196807
suzuki,1,0,0,1,0,0,0,0,1,1,0,2008,40607,3844,318,vitara brezza,264438.9187413298
maruti,0,0,1,0,0,0,0,0,1,1,0,2003,15136,2166,372,s-cross,226131.1695045937
toyota,0,0,0,1,0,0,0,0,1,0,1,2013,130758,1485,277,corolla,232129.4630151554
maruti,1,0,0,1,0,0,0,1,0,1,1,2009,53795,4981,497,ertiga,364416.51499730546
suzuki,0,0,0,1,0,0,0,0,1,0,0,2016,130516,4506,233,wagonr,324860.6222887072
maruti,1,0,0,1,0,0,0,0,1,0,0,2007,190210,1285,138,ignis,290635.5478211375
honda,0,1,0,0,0,0,0,0,1,0,0,2007,50074,2833,102,jazz,228251.53592311783
hyundai,0,0,1,0,0,0,0,1,0,0,0,2000,171804,1181,482,i10,314890.46690886235
hyundai,1,0,0,1,0,0,0,0,1,1,0,2006,39486,2792,330,i20,282699.4644920098
suzuki,1,0,0,1,0,0,0,0,1,0,0,2013,78756,4605,359,swift,341033.13720398606
suzuki,0,1,0,0,0,0,0,0,1,0,1,2018,152676,2403,186,swift,181393.60889644767
hyundai,0,0,0,1,0,0,0,0,1,1,0,2018,68338,1215,89,venue,227609.12447396276
ford,1,0,0,1,0,1,0,0,0,0,1,2010,22321,2477,375,figo,385753.29342251364
toyota,1,0,1,0,0,0,0,1,0,0,1,2021,196583,2933,261,corolla,301219.0723487455
suzuki,1,0,0,1,0,0,0,0,1,1,1,2009,92422,4496,250,alto,262485.9050265876
maruti,1,0,0,0,0,0,1,0,0,1,1,2017,131642,3970,138,baleno,192025.59234322183
ford,1,0,1,0,0,0,1,0,0,1,1,2012,71607,1468,133,freestyle,159980.99228161102
hyundai,1,0,0,1,0,0,0,0,1,0,1,2009,131530,1314,202,i10,226598.74365692935
maruti,0,0,0,1,0,0,0,0,1,0,1,2018,173058,1109,143,ciaz,214274.30415669346
ford,1,1,0,0,1,0,0,0,0,0,0,2003,177334,3492,321,ecosport,264575.3112012899
toyota,1,0,0,1,0,0,1,0,0,0,1,2006,24680,3917,120,corolla,244620.1007557055
toyota,1,0,0,1,0,0,1,0,0,1,1,2015,167666,2877,366,yaris,359522.601320217
honda,1,0,0,1,0,0,0,0,1,1,1,2019,66542,4399,204,amaze,198134.48231651264
toyota,0,1,0,0,0,0,0,1,0,0,0,2012,14584,2647,311,corolla,289729.8714301505
toyota,0,0,0,0,0,0,0,0,1,0,0,2016,131201,2373,75,corolla,154347.49067894835
honda,0,0,0,1,0,0,0,0,0,0,0,2016,39635,2325,181,amaze,224087.99000141583
ford,0,1,0,0,0,0,1,0,0,1,0,2015,105040,1318,260,ecosport,304770.6736922842
maruti,1,0,0,1,0,0,1,0,0,1,0,2016,82739,1915,453,baleno,355161.30684809346
hyundai,1,0,0,1,0,1,0,0,0,0,0,2017,41147,1659,490,i10,402833.04244904424
maruti,0,0,0,1,0,0,1,0,0,0,0,2021,141280,1662,401,ciaz,356649.54751983087
ford,0,0,0,1,0,0,0,0,1,0,1,2004,154817,3517,418,aspire,428943.7707727623
maruti,0,0,0,1,1,0,0,0,0,0,0,2020,3176,4008,408,ertiga,314128.7507100111
toyota,1,0,1,0,0,0,0,0,1,0,1,2017,193938,2335,264,innova,248860.96575632898
toyota,1,0,0,1,0,0,0,0,1,1,0,2002,92186,4593,241,innova,256295.6001517551
hyundai,0,0,1,0,0,0,0,1,0,1,1,2000,184394,4788,358,i20,241538.789793286
suzuki,1,0,0,1,0,0,1,0,0,0,0,2013,6331,2230,491,vitara brezza,343884.54241540673
toyota,1,0,1,0,0,0,0,0,1,1,0,2016,30353,1841,232,camry,250303.42653120047
maruti,0,0,1,0,0,0,0,0,1,1,0,2002,87138,1699,222,s-cross,245142.15878384508
toyota,1,0,0,1,0,0,0,1,0,0,0,2007,152460,2998,288,corolla,282007.25112724904
toyota,0,0,0,0,0,0,0,0,1,0,0,2014,54824,4046,145,yaris,334414.7454369614
hyundai,1,0,0,1,0,0,1,0,0,1,0,2005,4374,4601,327,i10,350680.688545619
ford,1,0,0,1,0,0,0,1,0,1,1,2013,168005,1624,408,freestyle,425621.96382019756
toyota,1,0,0,1,0,0,0,1,0,1,1,2000,135498,3550,173,fortuner,138153.3159281825
suzuki,1,0,0,1,0,1,0,0,0,1,0,2004,100319,1444,471,swift,285223.93124785804
ford,0,0,0,1,0,0,0,0,1,1,1,2009,17925,1940,52,endeavour,139817.79995552104
suzuki,1,0,1,0,0,0,0,0,1,0,0,2008,169056,4841,240,alto,301969.1087045668
suzuki,0,0,1,0,0,0,0,0,1,1,0,2001,62103,4440,110,ciaz,237201.12989718321
suzuki,1,0,0,1,0,0,0,1,0,0,0,2003,43542,1916,336,wagonr,341167.05480264185
hyundai,1,1,0,0,0,0,0,0,1,0,0,2011,35166,3201,234,venue,265181.4784643155
hyundai,1,0,1,0,0,1,0,0,0,0,0,2019,185887,1847,469,i20,407619.5543240811
honda,1,1,0,0,0,0,0,0,1,1,0,2002,170028,4141,278,city,355771.17402235704
honda,0,0,0,1,0,0,0,1,0,1,0,2010,159984,1150,211,civic,326364.08272789366
maruti,1,0,0,0,0,0,0,1,0,1,1,2001,82267,3085,361,ignis,334999.2902417574
hyundai,1,0,0,1,0,0,0,0,1,1,1,2019,122173,4468,496,i20,424068.0086080444
ford,0,0,0,1,0,0,0,1,0,1,1,2018,174107,1110,255,endeavour,258468.19330765904
suzuki,0,1,0,0,0,0,0,0,1,1,0,2016,33841,3166,154,alto,242151.31027333502
hyundai,0,1,0,0,0,1,0,0,0,0,1,2019,161009,4799,370,venue,347496.1609011955
suzuki,1,1,0,0,0,0,1,0,0,0,1,2003,78743,2479,392,ciaz,230733.08852864584
suzuki,0,0,0,1,0,0,0,1,0,0,1,2004,53059,3095,292,swift,364408.8888667914
maruti,1,1,0,0,0,0,0,0,1,0,1,2016,146377,2489,108,s-cross,252402.22210789134
suzuki,0,0,0,1,0,0,0,0,1,0,0,2018,193079,1431,131,ciaz,141218.97713244392
maruti,0,0,1,0,0,0,1,0,0,1,1,2018,3857,2074,496,ignis,483435.83590232534
maruti,1,0,0,1,0,0,0,1,0,0,1,2016,21174,3444,423,ertiga,301813.5273057326
suzuki,1,0,0,1,0,0,0,0,1,0,1,2005,102400,1785,397,ciaz,384201.42251333356
hyundai,0,0,0,1,0,0,0,0,1,1,0,2013,121077,3844,419,verna,435032.2951687635
ford,0,0,0,1,0,0,0,1,0,0,1,2013,161318,4755,403,figo,290153.7471262549
suzuki,1,0,0,0,0,0,1,0,0,1,0,2011,119021,1360,414,vitara brezza,342339.9753239011
suzuki,0,0,0,1,0,0,0,0,1,1,0,2020,141345,3685,293,swift,258171.50785070797
ford,0,0,1,0,0,0,0,0,1,0,1,2018,67504,4400,492,endeavour,412106.1948004316
suzuki,0,0,1,0,0,0,0,0,1,1,1,2011,151071,2153,376,vitara brezza,376587.7429858972
hyundai,0,0,1,0,0,0,0,0,1,1,1,2002,146300,2834,83,i20,179850.05797770002
maruti,0,0,0,1,0,0,0,0,1,0,0,2005,52215,4105,221,ertiga,234110.62096456302
suzuki,0,0,0,1,0,0,1,0,0,1,1,2000,8809,4354,466,ciaz,325301.3489594173
toyota,0,0,0,1,0,1,0,0,0,1,0,2000,142208,4313,202,fortuner,142797.2897054581
honda,0,1,0,0,0,0,0,0,1,1,0,2007,67522,3968,297,wr-v,250236.51297215215
maruti,0,0,1,0,0,0,0,1,0,1,1,2003,114270,4196,338,ignis,404408.50278296747
hyundai,0,0,0,0,0,0,0,0,1,1,1,2019,88087,4148,263,i20,253705.02053771005
honda,1,0,0,0,0,0,0,1,0,1,0,2018,4216,3705,213,city,98622.189439493
ford,0,0,0,1,0,0,0,0,1,0,0,2016,34348,3750,56,freestyle,178232.99639053986
suzuki,0,1,0,0,0,0,0,1,0,1,1,2011,73293,1135,264,swift,223497.224431706
toyota,1,0,0,1,0,0,0,0,1,0,0,2019,87301,2637,146,innova,204050.19475876883
suzuki,0,0,1,0,0,0,0,0,1,1,1,2009,73400,3638,430,wagonr,253926.84316413064
hyundai,0,1,0,0,0,0,1,0,0,0,0,2006,161375,3039,241,i10,259813.9900197535
hyundai,1,0,0,0,0,0,0,0,1,1,0,2008,73807,4812,165,i20,349473.17167563364
maruti,1,0,0,1,0,0,0,1,0,1,0,2000,60291,3314,219,s-cross,294014.4249088168
ford,1,0,0,1,0,0,0,0,1,1,1,2016,125707,4199,497,aspire,290252.9421051496
hyundai,0,0,0,1,0,1,0,0,0,1,1,2012,187912,4518,295,creta,183724.39173211536
honda,1,0,0,1,0,0,0,0,1,0,0,2004,176699,2984,141,wr-v,243801.70741929763
toyota,0,0,0,0,0,1,0,0,0,0,1,2006,77638,1402,88,innova,299321.1434333383
suzuki,0,0,0,1,0,0,1,0,0,1,0,2000,22140,3061,335,wagonr,304020.3852313043
toyota,0,0,0,1,0,0,1,0,0,1,1,2002,46892,2547,120,fortuner,196601.52404325615
toyota,0,0,1,0,0,0,0,0,1,1,0,2011,30553,2909,347,yaris,352301.03544606885
honda,1,0,1,0,0,0,0,1,0,1,0,2001,74918,2153,384,jazz,281183.81785383413
hyundai,1,0,0,1,0,0,0,1,0,0,1,2002,84359,1638,482,verna,478498.33185282454
hyundai,1,0,0,1,0,0,1,0,0,0,0,2008,89672,4613,112,creta,177976.10215981407
maruti,1,0,0,1,0,1,0,0,0,1,1,2019,178771,3146,123,s-cross,123499.3519824355
ford,0,0,0,1,0,0,0,1,0,0,0,2013,130006,2730,300,figo,305604.30826638243
maruti,1,0,0,0,0,0,0,0,1,1,0,2008,179807,1487,394,s-cross,295940.90626797924
suzuki,0,0,1,0,0,0,0,0,1,0,1,2016,133389,2659,156,alto,247851.99847705048
toyota,1,0,0,0,0,0,0,1,0,1,0,2005,7346,4047,190,camry,157605.0561274143
ford,1,1,0,0,0,0,0,1,0,1,0,2007,169969,2205,406,ecosport,230236.15026802724
hyundai,0,0,1,0,0,0,0,1,0,1,1,2005,126793,1173,94,venue,184469.60635529106
maruti,1,0,0,1,0,0,0,0,1,1,1,2003,54418,2980,107,ignis,188942.6257336172
hyundai,0,0,1,0,0,0,0,0,1,1,0,2020,27527,2365,90,i10,181694.2091785487
hyundai,0,0,1,0,0,0,0,0,1,0,1,2016,179478,3411,193,verna,217195.38914897613
toyota,0,0,0,1,1,0,0,0,0,0,0,2005,98986,2778,257,fortuner,118763.69691798947
ford,0,0,0,1,0,0,1,0,0,0,1,2006,98275,2290,235,ecosport,385684.24123839673
hyundai,1,0,0,1,0,0,0,1,0,0,1,2003,117160,1482,152,i10,233908.7217805498
maruti,1,0,1,0,0,0,1,0,0,1,1,2001,187886,2627,245,ignis,263644.82696943614
suzuki,0,1,0,0,0,0,1,0,0,1,0,2016,30725,2359,443,swift,396966.31087755493
honda,0,0,0,1,0,0,0,1,0,1,0,2011,140760,2914,206,city,332358.26459705434
maruti,1,0,0,1,0,0,0,0,1,0,0,2004,187473,4904,223,ciaz,232483.58814475258
suzuki,0,0,0,1,0,0,0,0,1,1,0,2021,62817,3341,388,swift,342036.07892887056
toyota,1,0,0,0,0,0,0,0,1,1,0,2011,158806,2537,246,corolla,304566.45775395946
hyundai,0,0,0,1,0,0,0,0,1,1,1,2010,173238,3420,288,venue,280628.20079819055
suzuki,0,0,1,0,0,1,0,0,0,1,0,2005,5665,4326,321,ciaz,359902.2964538204
honda,1,0,1,0,0,0,0,0,1,0,0,2017,35344,1336,138,amaze,299858.0189343566
ford,1,0,0,0,0,0,0,0,1,0,1,2006,164629,3915,322,endeavour,294037.94365657534
suzuki,1,0,1,0,0,0,0,0,1,0,1,2017,147128,4992,74,vitara brezza,64781.35948448858
maruti,1,0,0,1,0,0,0,0,1,1,0,2004,98033,3397,404,ertiga,310426.0765709585
honda,1,0,0,1,0,0,0,1,0,0,1,2005,115607,3850,463,city,348698.45640429953
honda,0,0,0,0,0,0,0,0,1,0,0,2019,48754,2495,497,amaze,337489.4019402036
ford,1,0,0,0,0,0,0,1,0,0,0,2001,1330,4501,196,endeavour,138164.2471494882
honda,0,0,0,1,0,0,0,0,1,0,1,2019,13617,4433,222,city,222479.67290446165
toyota,1,0,1,0,0,0,0,0,0,1,1,2016,167012,1689,235,camry,319409.5552319768
hyundai,1,1,0,0,0,0,0,1,0,0,1,2009,138725,4010,60,verna,227305.56153986073
toyota,0,0,0,0,0,0,0,0,1,0,0,2008,132304,3067,319,innova,314768.6750505766
maruti,0,0,0,0,0,0,0,0,1,0,1,2017,89405,3797,288,s-cross,199799.8347646509
suzuki,1,0,0,1,0,0,0,1,0,1,0,2011,77354,3443,445,vitara brezza,419948.85309689457
suzuki,0,0,1,0,0,1,0,0,0,1,0,2006,176407,3040,315,vitara brezza,212814.17817419
suzuki,1,0,0,1,1,0,0,0,0,1,1,2018,19848,3247,160,wagonr,244680.6779147126
ford,0,0,0,1,0,0,0,1,0,1,1,2001,102728,2844,477,figo,391017.37883838353
toyota,0,0,0,1,0,0,1,0,0,1,1,2010,84055,3066,367,corolla,316723.5646421737
toyota,0,1,0,0,0,0,0,0,1,1,1,2001,46852,3177,428,camry,421246.4204533572
toyota,0,0,1,0,0,0,1,0,0,0,1,2019,162262,3411,426,fortuner,262128.247864564
honda,0,1,0,0,0,0,0,0,1,0,0,2000,83529,4801,116,wr-v,203326.65627139667
honda,0,0,1,0,0,0,0,1,0,0,0,2021,154827,1136,202,wr-v,215736.53177865437
hyundai,0,0,1,0,0,0,0,0,1,0,0,2000,75952,2764,496,venue,268933.5734366109
hyundai,0,0,1,0,0,0,0,0,1,0,1,2000,70183,3647,395,i10,371621.3948736144
honda,0,0,0,1,0,0,0,0,0,1,0,2006,72543,1042,55,jazz,227587.39088226788
toyota,0,0,0,1,0,0,0,0,1,0,0,2008,53297,4015,462,camry,367489.86606371123
suzuki,1,0,0,1,0,0,0,0,1,0,0,2006,174696,4762,227,alto,285845.6224760431
ford,1,0,0,1,0,0,1,0,0,0,0,2021,143376,3302,253,aspire,160317.02114099305
ford,1,0,0,1,0,0,0,0,1,0,0,2013,124033,4990,440,endeavour,272427.5044820625
honda,0,0,1,0,0,0,0,1,0,0,0,2010,27463,1083,405,civic,296624.8564554015
ford,1,0,0,1,0,0,0,1,0,0,1,2018,99571,4263,406,aspire,373746.81249173544
hyundai,0,1,0,0,0,0,0,0,1,1,1,2005,27711,3089,252,venue,342643.54382151616
ford,1,0,0,1,1,0,0,0,0,1,0,2005,126393,2351,488,aspire,376022.4735577579
honda,1,1,0,0,0,0,0,0,1,0,1,2001,179996,4250,204,amaze,282312.92805922905
hyundai,0,0,0,1,0,0,0,1,0,0,0,2011,50519,3089,275,creta,299542.354500858
hyundai,1,0,1,0,0,0,0,0,1,0,1,2006,191292,3850,277,venue,302217.36167113204
ford,0,0,0,1,0,0,0,0,0,1,0,2013,106800,3955,304,endeavour,400318.9536198494
ford,0,0,0,1,0,0,0,0,1,1,1,2003,90982,3697,455,freestyle,411155.0459339814
hyundai,0,0,0,1,0,0,0,1,0,0,1,2016,64730,3093,229,venue,230619.49308075075
